ID,codigo,solicitud,cotizacion,cliente,activo,tecnico,contactoEnSitio,direccion,ubicacionTrabajo,inicio,fin,estado,diagnostico,solucion,resolucionPrimeraVisita,aceptacionCliente,valorFinal,proximoMantenimiento,externalID,inicioReal,finReal
orden-trabajo-066,OTR-DEMO-066,solicitud-servicio-066,cotizacion-066,cliente-servicio-066,activo-066,tecnica-demo,Contacto operativo 66,"Calle de servicio 66, Pereira","{""coordinates"":[4.808,-75.683]}",2026-08-06T21:00:00Z,2026-08-06T23:00:00Z,En camino,Diagnóstico sintético.,Servicio ejecutado según procedimiento.,true,false,4810000,2027-01-03,FSM-OT-066,2026-08-06T21:12:00Z,
orden-trabajo-067,OTR-DEMO-067,solicitud-servicio-067,cotizacion-067,cliente-servicio-067,activo-067,tecnica-demo,Contacto operativo 67,"Calle de servicio 67, Manizales","{""coordinates"":[5.06,-75.493]}",2026-08-07T22:00:00Z,2026-08-08T00:00:00Z,En ejecución,Diagnóstico sintético.,Servicio ejecutado según procedimiento.,true,true,4875000,2027-01-04,FSM-OT-067,2026-08-07T22:12:00Z,2026-08-08T00:00:00Z
orden-trabajo-068,OTR-DEMO-068,solicitud-servicio-068,cotizacion-068,cliente-servicio-068,activo-068,tecnica-demo,Contacto operativo 68,"Calle de servicio 68, Ibagué","{""coordinates"":[4.4449,-75.2382]}",2026-08-08T23:00:00Z,2026-08-09T01:00:00Z,Completada,Diagnóstico sintético.,Servicio ejecutado según procedimiento.,false,false,4940000,2027-01-05,FSM-OT-068,,
orden-trabajo-069,OTR-DEMO-069,solicitud-servicio-069,cotizacion-069,cliente-servicio-069,activo-069,tecnica-demo,Contacto operativo 69,"Calle de servicio 69, Villavicencio","{""coordinates"":[4.15,-73.6346]}",2026-08-10T00:00:00Z,2026-08-10T02:00:00Z,Cancelada,Diagnóstico sintético.,Servicio ejecutado según procedimiento.,true,false,5005000,2027-01-06,FSM-OT-069,,
orden-trabajo-070,OTR-DEMO-070,solicitud-servicio-070,cotizacion-070,cliente-servicio-070,activo-070,tecnica-demo,Contacto operativo 70,"Calle de servicio 70, Bogotá","{""coordinates"":[4.6486,-74.0637]}",2026-08-11T01:00:00Z,2026-08-11T03:00:00Z,Programada,Diagnóstico sintético.,Servicio ejecutado según procedimiento.,true,false,5070000,2027-01-07,FSM-OT-070,2026-08-11T01:12:00Z,
orden-trabajo-071,OTR-DEMO-071,solicitud-servicio-071,cotizacion-071,cliente-servicio-071,activo-071,tecnica-demo,Contacto operativo 71,"Calle de servicio 71, Medellín","{""coordinates"":[6.2108,-75.5699]}",2026-08-12T02:00:00Z,2026-08-12T04:00:00Z,En camino,Diagnóstico sintético.,Servicio ejecutado según procedimiento.,true,true,5135000,2027-01-08,FSM-OT-071,2026-08-12T02:12:00Z,2026-08-12T04:00:00Z
orden-trabajo-072,OTR-DEMO-072,solicitud-servicio-072,cotizacion-072,cliente-servicio-072,activo-072,tecnica-demo,Contacto operativo 72,"Calle de servicio 72, Cali","{""coordinates"":[3.3737,-76.5351]}",2026-07-19T19:00:00Z,2026-07-19T21:00:00Z,En ejecución,Diagnóstico sintético.,Servicio ejecutado según procedimiento.,false,false,5200000,2027-01-09,FSM-OT-072,,
orden-trabajo-073,OTR-DEMO-073,solicitud-servicio-073,cotizacion-073,cliente-servicio-073,activo-073,tecnica-demo,Contacto operativo 73,"Calle de servicio 73, Barranquilla","{""coordinates"":[11.0162,-74.8271]}",2026-07-20T20:00:00Z,2026-07-20T22:00:00Z,Completada,Diagnóstico sintético.,Servicio ejecutado según procedimiento.,true,false,5265000,2027-01-10,FSM-OT-073,,
orden-trabajo-074,OTR-DEMO-074,solicitud-servicio-074,cotizacion-074,cliente-servicio-074,activo-074,tecnica-demo,Contacto operativo 74,"Calle de servicio 74, Cartagena","{""coordinates"":[10.4176,-75.5475]}",2026-07-21T21:00:00Z,2026-07-21T23:00:00Z,Cancelada,Diagnóstico sintético.,Servicio ejecutado según procedimiento.,true,false,5330000,2027-01-11,FSM-OT-074,2026-07-21T21:12:00Z,
orden-trabajo-075,OTR-DEMO-075,solicitud-servicio-075,cotizacion-075,cliente-servicio-075,activo-075,tecnica-demo,Contacto operativo 75,"Calle de servicio 75, Bucaramanga","{""coordinates"":[7.1254,-73.11]}",2026-07-22T22:00:00Z,2026-07-23T00:00:00Z,Programada,Diagnóstico sintético.,Servicio ejecutado según procedimiento.,true,true,5395000,2027-01-12,FSM-OT-075,2026-07-22T22:12:00Z,2026-07-23T00:00:00Z
orden-trabajo-076,OTR-DEMO-076,solicitud-servicio-076,cotizacion-076,cliente-servicio-076,activo-076,tecnica-demo,Contacto operativo 76,"Calle de servicio 76, Pereira","{""coordinates"":[4.808,-75.683]}",2026-07-23T23:00:00Z,2026-07-24T01:00:00Z,En camino,Diagnóstico sintético.,Servicio ejecutado según procedimiento.,false,false,5460000,2027-01-13,FSM-OT-076,,
orden-trabajo-077,OTR-DEMO-077,solicitud-servicio-077,cotizacion-077,cliente-servicio-077,activo-077,tecnica-demo,Contacto operativo 77,"Calle de servicio 77, Manizales","{""coordinates"":[5.06,-75.493]}",2026-07-25T00:00:00Z,2026-07-25T02:00:00Z,En ejecución,Diagnóstico sintético.,Servicio ejecutado según procedimiento.,true,false,5525000,2027-01-14,FSM-OT-077,,
orden-trabajo-078,OTR-DEMO-078,solicitud-servicio-078,cotizacion-078,cliente-servicio-078,activo-078,tecnica-demo,Contacto operativo 78,"Calle de servicio 78, Ibagué","{""coordinates"":[4.4449,-75.2382]}",2026-07-26T01:00:00Z,2026-07-26T03:00:00Z,Completada,Diagnóstico sintético.,Servicio ejecutado según procedimiento.,true,false,5590000,2027-01-15,FSM-OT-078,2026-07-26T01:12:00Z,
orden-trabajo-079,OTR-DEMO-079,solicitud-servicio-079,cotizacion-079,cliente-servicio-079,activo-079,tecnica-demo,Contacto operativo 79,"Calle de servicio 79, Villavicencio","{""coordinates"":[4.15,-73.6346]}",2026-07-27T02:00:00Z,2026-07-27T04:00:00Z,Cancelada,Diagnóstico sintético.,Servicio ejecutado según procedimiento.,true,true,5655000,2027-01-16,FSM-OT-079,2026-07-27T02:12:00Z,2026-07-27T04:00:00Z
orden-trabajo-080,OTR-DEMO-080,solicitud-servicio-080,cotizacion-080,cliente-servicio-080,activo-080,tecnica-demo,Contacto operativo 80,"Calle de servicio 80, Bogotá","{""coordinates"":[4.6486,-74.0637]}",2026-07-27T19:00:00Z,2026-07-27T21:00:00Z,Programada,Diagnóstico sintético.,Servicio ejecutado según procedimiento.,false,false,5720000,2027-01-17,FSM-OT-080,,
orden-trabajo-081,OTR-DEMO-081,solicitud-servicio-081,cotizacion-081,cliente-servicio-081,activo-081,tecnica-demo,Contacto operativo 81,"Calle de servicio 81, Medellín","{""coordinates"":[6.2108,-75.5699]}",2026-07-28T20:00:00Z,2026-07-28T22:00:00Z,En camino,Diagnóstico sintético.,Servicio ejecutado según procedimiento.,true,false,5785000,2027-01-18,FSM-OT-081,,
orden-trabajo-082,OTR-DEMO-082,solicitud-servicio-082,cotizacion-082,cliente-servicio-082,activo-082,tecnica-demo,Contacto operativo 82,"Calle de servicio 82, Cali","{""coordinates"":[3.3737,-76.5351]}",2026-07-29T21:00:00Z,2026-07-29T23:00:00Z,En ejecución,Diagnóstico sintético.,Servicio ejecutado según procedimiento.,true,false,5850000,2027-01-19,FSM-OT-082,2026-07-29T21:12:00Z,
orden-trabajo-083,OTR-DEMO-083,solicitud-servicio-083,cotizacion-083,cliente-servicio-083,activo-083,tecnica-demo,Contacto operativo 83,"Calle de servicio 83, Barranquilla","{""coordinates"":[11.0162,-74.8271]}",2026-07-30T22:00:00Z,2026-07-31T00:00:00Z,Completada,Diagnóstico sintético.,Servicio ejecutado según procedimiento.,true,true,5915000,2027-01-20,FSM-OT-083,2026-07-30T22:12:00Z,2026-07-31T00:00:00Z
orden-trabajo-084,OTR-DEMO-084,solicitud-servicio-084,cotizacion-084,cliente-servicio-084,activo-084,tecnica-demo,Contacto operativo 84,"Calle de servicio 84, Cartagena","{""coordinates"":[10.4176,-75.5475]}",2026-07-31T23:00:00Z,2026-08-01T01:00:00Z,Cancelada,Diagnóstico sintético.,Servicio ejecutado según procedimiento.,false,false,5980000,2027-01-21,FSM-OT-084,,
orden-trabajo-085,OTR-DEMO-085,solicitud-servicio-085,cotizacion-085,cliente-servicio-085,activo-085,tecnica-demo,Contacto operativo 85,"Calle de servicio 85, Bucaramanga","{""coordinates"":[7.1254,-73.11]}",2026-08-02T00:00:00Z,2026-08-02T02:00:00Z,Programada,Diagnóstico sintético.,Servicio ejecutado según procedimiento.,true,false,6045000,2027-01-22,FSM-OT-085,,
orden-trabajo-086,OTR-DEMO-086,solicitud-servicio-086,cotizacion-086,cliente-servicio-086,activo-086,tecnica-demo,Contacto operativo 86,"Calle de servicio 86, Pereira","{""coordinates"":[4.808,-75.683]}",2026-08-03T01:00:00Z,2026-08-03T03:00:00Z,En camino,Diagnóstico sintético.,Servicio ejecutado según procedimiento.,true,false,6110000,2027-01-23,FSM-OT-086,2026-08-03T01:12:00Z,
orden-trabajo-087,OTR-DEMO-087,solicitud-servicio-087,cotizacion-087,cliente-servicio-087,activo-087,tecnica-demo,Contacto operativo 87,"Calle de servicio 87, Manizales","{""coordinates"":[5.06,-75.493]}",2026-08-04T02:00:00Z,2026-08-04T04:00:00Z,En ejecución,Diagnóstico sintético.,Servicio ejecutado según procedimiento.,true,true,6175000,2027-01-24,FSM-OT-087,2026-08-04T02:12:00Z,2026-08-04T04:00:00Z
orden-trabajo-088,OTR-DEMO-088,solicitud-servicio-088,cotizacion-088,cliente-servicio-088,activo-088,tecnica-demo,Contacto operativo 88,"Calle de servicio 88, Ibagué","{""coordinates"":[4.4449,-75.2382]}",2026-08-04T19:00:00Z,2026-08-04T21:00:00Z,Completada,Diagnóstico sintético.,Servicio ejecutado según procedimiento.,false,false,6240000,2027-01-25,FSM-OT-088,,
orden-trabajo-089,OTR-DEMO-089,solicitud-servicio-089,cotizacion-089,cliente-servicio-089,activo-089,tecnica-demo,Contacto operativo 89,"Calle de servicio 89, Villavicencio","{""coordinates"":[4.15,-73.6346]}",2026-08-05T20:00:00Z,2026-08-05T22:00:00Z,Cancelada,Diagnóstico sintético.,Servicio ejecutado según procedimiento.,true,false,6305000,2027-01-26,FSM-OT-089,,
orden-trabajo-090,OTR-DEMO-090,solicitud-servicio-090,cotizacion-090,cliente-servicio-090,activo-090,tecnica-demo,Contacto operativo 90,"Calle de servicio 90, Bogotá","{""coordinates"":[4.6486,-74.0637]}",2026-08-06T21:00:00Z,2026-08-06T23:00:00Z,Programada,Diagnóstico sintético.,Servicio ejecutado según procedimiento.,true,false,6370000,2027-01-27,FSM-OT-090,2026-08-06T21:12:00Z,
orden-trabajo-091,OTR-DEMO-091,solicitud-servicio-091,cotizacion-091,cliente-servicio-091,activo-091,tecnica-demo,Contacto operativo 91,"Calle de servicio 91, Medellín","{""coordinates"":[6.2108,-75.5699]}",2026-08-07T22:00:00Z,2026-08-08T00:00:00Z,En camino,Diagnóstico sintético.,Servicio ejecutado según procedimiento.,true,true,6435000,2027-01-28,FSM-OT-091,2026-08-07T22:12:00Z,2026-08-08T00:00:00Z
orden-trabajo-092,OTR-DEMO-092,solicitud-servicio-092,cotizacion-092,cliente-servicio-092,activo-092,tecnica-demo,Contacto operativo 92,"Calle de servicio 92, Cali","{""coordinates"":[3.3737,-76.5351]}",2026-08-08T23:00:00Z,2026-08-09T01:00:00Z,En ejecución,Diagnóstico sintético.,Servicio ejecutado según procedimiento.,false,false,6500000,2027-01-29,FSM-OT-092,,
orden-trabajo-093,OTR-DEMO-093,solicitud-servicio-093,cotizacion-093,cliente-servicio-093,activo-093,tecnica-demo,Contacto operativo 93,"Calle de servicio 93, Barranquilla","{""coordinates"":[11.0162,-74.8271]}",2026-08-10T00:00:00Z,2026-08-10T02:00:00Z,Completada,Diagnóstico sintético.,Servicio ejecutado según procedimiento.,true,false,6565000,2027-01-30,FSM-OT-093,,
orden-trabajo-094,OTR-DEMO-094,solicitud-servicio-094,cotizacion-094,cliente-servicio-094,activo-094,tecnica-demo,Contacto operativo 94,"Calle de servicio 94, Cartagena","{""coordinates"":[10.4176,-75.5475]}",2026-08-11T01:00:00Z,2026-08-11T03:00:00Z,Cancelada,Diagnóstico sintético.,Servicio ejecutado según procedimiento.,true,false,6630000,2027-01-31,FSM-OT-094,2026-08-11T01:12:00Z,
orden-trabajo-095,OTR-DEMO-095,solicitud-servicio-095,cotizacion-095,cliente-servicio-095,activo-095,tecnica-demo,Contacto operativo 95,"Calle de servicio 95, Bucaramanga","{""coordinates"":[7.1254,-73.11]}",2026-08-12T02:00:00Z,2026-08-12T04:00:00Z,Programada,Diagnóstico sintético.,Servicio ejecutado según procedimiento.,true,true,6695000,2027-02-01,FSM-OT-095,2026-08-12T02:12:00Z,2026-08-12T04:00:00Z
orden-trabajo-096,OTR-DEMO-096,solicitud-servicio-096,cotizacion-096,cliente-servicio-096,activo-096,tecnica-demo,Contacto operativo 96,"Calle de servicio 96, Pereira","{""coordinates"":[4.808,-75.683]}",2026-07-19T19:00:00Z,2026-07-19T21:00:00Z,En camino,Diagnóstico sintético.,Servicio ejecutado según procedimiento.,false,false,6760000,2027-02-02,FSM-OT-096,,
orden-trabajo-097,OTR-DEMO-097,solicitud-servicio-097,cotizacion-097,cliente-servicio-097,activo-097,tecnica-demo,Contacto operativo 97,"Calle de servicio 97, Manizales","{""coordinates"":[5.06,-75.493]}",2026-07-20T20:00:00Z,2026-07-20T22:00:00Z,En ejecución,Diagnóstico sintético.,Servicio ejecutado según procedimiento.,true,false,6825000,2027-02-03,FSM-OT-097,,
orden-trabajo-098,OTR-DEMO-098,solicitud-servicio-098,cotizacion-098,cliente-servicio-098,activo-098,tecnica-demo,Contacto operativo 98,"Calle de servicio 98, Ibagué","{""coordinates"":[4.4449,-75.2382]}",2026-07-21T21:00:00Z,2026-07-21T23:00:00Z,Completada,Diagnóstico sintético.,Servicio ejecutado según procedimiento.,true,false,6890000,2027-02-04,FSM-OT-098,2026-07-21T21:12:00Z,
orden-trabajo-099,OTR-DEMO-099,solicitud-servicio-099,cotizacion-099,cliente-servicio-099,activo-099,tecnica-demo,Contacto operativo 99,"Calle de servicio 99, Villavicencio","{""coordinates"":[4.15,-73.6346]}",2026-07-22T22:00:00Z,2026-07-23T00:00:00Z,Cancelada,Diagnóstico sintético.,Servicio ejecutado según procedimiento.,true,true,6955000,2027-02-05,FSM-OT-099,2026-07-22T22:12:00Z,2026-07-23T00:00:00Z
orden-trabajo-100,OTR-DEMO-100,solicitud-servicio-100,cotizacion-100,cliente-servicio-100,activo-100,tecnica-demo,Contacto operativo 100,"Calle de servicio 100, Bogotá","{""coordinates"":[4.6486,-74.0637]}",2026-07-23T23:00:00Z,2026-07-24T01:00:00Z,Programada,Diagnóstico sintético.,Servicio ejecutado según procedimiento.,false,false,7020000,2027-02-06,FSM-OT-100,,
