ID,codigo,cliente,contrato,contacto,producto,canal,categoria,asunto,descripcion,prioridad,impacto,urgencia,nivelEscalamiento,estado,agente,primeraRespuesta,vencimientoRespuesta,vencimientoResolucion,estadoSLA,slaIncumplido,resolucionPrimerContacto,csat,externalID,proveedorExterno,estadoIntegracion,motivoEscalamiento,problemaConocido,fechaResolucion,resolucion,causaRaiz,categoriaResolucion,casoPadre
caso-059,SUP-CASO-059,cliente-soporte-059,contrato-059,Contacto sintético 59,Automatización,Portal,Integración,Caso de demostración #59,Descripción sintética de una solicitud de soporte.,Crítica,Generalizado,Inmediata,Proveedor,Cerrado,agente-demo,2026-07-29T05:00:00Z,2026-07-29T09:00:00Z,2026-07-30T01:00:00Z,Incumplido,true,true,5,HELPDESK-059,Canal demo,Local,Requiere conocimiento especializado o intervención del proveedor.,,2026-07-30T07:00:00Z,Resolución sintética documentada.,Configuración inconsistente identificada durante el diagnóstico.,Duplicado,
caso-060,SUP-CASO-060,cliente-soporte-060,contrato-060,Contacto sintético 60,Plataforma CRM,Correo,Acceso,Caso de demostración #60,Descripción sintética de una solicitud de soporte.,Baja,Bajo,Baja,Nivel 1,Nuevo,agente-demo,2026-07-29T01:00:00Z,2026-07-29T08:00:00Z,2026-07-30T00:00:00Z,En tiempo,false,false,1,HELPDESK-060,Canal demo,Local,,problema-conocido-020,,,,,caso-059
caso-061,SUP-CASO-061,cliente-soporte-061,contrato-061,Contacto sintético 61,Mesa de ayuda,Teléfono,Configuración,Caso de demostración #61,Descripción sintética de una solicitud de soporte.,Media,Moderado,Normal,Nivel 2,Asignado,agente-demo,2026-07-29T01:00:00Z,2026-07-29T07:00:00Z,2026-07-29T23:00:00Z,En tiempo,false,true,2,HELPDESK-061,Canal demo,Local,,,,,,,
caso-062,SUP-CASO-062,cliente-soporte-062,contrato-062,Contacto sintético 62,Analítica,Chat,Error,Caso de demostración #62,Descripción sintética de una solicitud de soporte.,Alta,Alto,Alta,Nivel 3,En progreso,agente-demo,2026-07-29T01:00:00Z,2026-07-29T06:00:00Z,2026-07-29T22:00:00Z,En riesgo,false,true,3,HELPDESK-062,Canal demo,Local,Requiere conocimiento especializado o intervención del proveedor.,,,,,,
caso-063,SUP-CASO-063,cliente-soporte-063,contrato-063,Contacto sintético 63,Automatización,WhatsApp,Consulta,Caso de demostración #63,Descripción sintética de una solicitud de soporte.,Crítica,Generalizado,Inmediata,Proveedor,Esperando cliente,agente-demo,2026-07-29T01:00:00Z,2026-07-29T05:00:00Z,2026-07-29T21:00:00Z,Incumplido,true,false,4,HELPDESK-063,Canal demo,Local,Requiere conocimiento especializado o intervención del proveedor.,problema-conocido-003,,,,,
caso-064,SUP-CASO-064,cliente-soporte-064,contrato-064,Contacto sintético 64,Plataforma CRM,Portal,Integración,Caso de demostración #64,Descripción sintética de una solicitud de soporte.,Baja,Bajo,Baja,Nivel 1,Resuelto,agente-demo,2026-07-28T21:00:00Z,2026-07-29T04:00:00Z,2026-07-29T20:00:00Z,En tiempo,false,true,5,HELPDESK-064,Canal demo,Local,,,2026-07-31T08:00:00Z,Resolución sintética documentada.,Configuración inconsistente identificada durante el diagnóstico.,No reproducible,
caso-065,SUP-CASO-065,cliente-soporte-065,contrato-065,Contacto sintético 65,Mesa de ayuda,Correo,Acceso,Caso de demostración #65,Descripción sintética de una solicitud de soporte.,Media,Moderado,Normal,Nivel 2,Cerrado,agente-demo,2026-07-28T21:00:00Z,2026-07-29T03:00:00Z,2026-07-29T19:00:00Z,En tiempo,false,true,1,HELPDESK-065,Canal demo,Local,,,2026-07-31T07:00:00Z,Resolución sintética documentada.,Configuración inconsistente identificada durante el diagnóstico.,Duplicado,
caso-066,SUP-CASO-066,cliente-soporte-066,contrato-066,Contacto sintético 66,Analítica,Teléfono,Configuración,Caso de demostración #66,Descripción sintética de una solicitud de soporte.,Alta,Alto,Alta,Nivel 3,Nuevo,agente-demo,2026-07-28T21:00:00Z,2026-07-29T02:00:00Z,2026-07-29T18:00:00Z,En riesgo,false,false,2,HELPDESK-066,Canal demo,Local,Requiere conocimiento especializado o intervención del proveedor.,problema-conocido-006,,,,,
caso-067,SUP-CASO-067,cliente-soporte-067,contrato-067,Contacto sintético 67,Automatización,Chat,Error,Caso de demostración #67,Descripción sintética de una solicitud de soporte.,Crítica,Generalizado,Inmediata,Proveedor,Asignado,agente-demo,2026-07-28T21:00:00Z,2026-07-29T01:00:00Z,2026-07-29T17:00:00Z,Incumplido,true,true,3,HELPDESK-067,Canal demo,Local,Requiere conocimiento especializado o intervención del proveedor.,,,,,,
caso-068,SUP-CASO-068,cliente-soporte-068,contrato-068,Contacto sintético 68,Plataforma CRM,WhatsApp,Consulta,Caso de demostración #68,Descripción sintética de una solicitud de soporte.,Baja,Bajo,Baja,Nivel 1,En progreso,agente-demo,2026-07-28T17:00:00Z,2026-07-29T00:00:00Z,2026-07-29T16:00:00Z,En tiempo,false,true,4,HELPDESK-068,Canal demo,Local,,,,,,,
caso-069,SUP-CASO-069,cliente-soporte-069,contrato-069,Contacto sintético 69,Mesa de ayuda,Portal,Integración,Caso de demostración #69,Descripción sintética de una solicitud de soporte.,Media,Moderado,Normal,Nivel 2,Esperando cliente,agente-demo,2026-07-28T17:00:00Z,2026-07-28T23:00:00Z,2026-07-29T15:00:00Z,En tiempo,false,false,5,HELPDESK-069,Canal demo,Local,,problema-conocido-009,,,,,
caso-070,SUP-CASO-070,cliente-soporte-070,contrato-070,Contacto sintético 70,Analítica,Correo,Acceso,Caso de demostración #70,Descripción sintética de una solicitud de soporte.,Alta,Alto,Alta,Nivel 3,Resuelto,agente-demo,2026-07-28T17:00:00Z,2026-07-28T22:00:00Z,2026-07-29T14:00:00Z,En riesgo,false,true,1,HELPDESK-070,Canal demo,Local,Requiere conocimiento especializado o intervención del proveedor.,,2026-07-31T02:00:00Z,Resolución sintética documentada.,Configuración inconsistente identificada durante el diagnóstico.,No reproducible,caso-069
caso-071,SUP-CASO-071,cliente-soporte-071,contrato-071,Contacto sintético 71,Automatización,Teléfono,Configuración,Caso de demostración #71,Descripción sintética de una solicitud de soporte.,Crítica,Generalizado,Inmediata,Proveedor,Cerrado,agente-demo,2026-07-28T17:00:00Z,2026-07-28T21:00:00Z,2026-07-29T13:00:00Z,Incumplido,true,true,2,HELPDESK-071,Canal demo,Local,Requiere conocimiento especializado o intervención del proveedor.,,2026-07-31T01:00:00Z,Resolución sintética documentada.,Configuración inconsistente identificada durante el diagnóstico.,Duplicado,
caso-072,SUP-CASO-072,cliente-soporte-072,contrato-072,Contacto sintético 72,Plataforma CRM,Chat,Error,Caso de demostración #72,Descripción sintética de una solicitud de soporte.,Baja,Bajo,Baja,Nivel 1,Nuevo,agente-demo,2026-07-28T13:00:00Z,2026-07-28T20:00:00Z,2026-07-29T12:00:00Z,En tiempo,false,false,3,HELPDESK-072,Canal demo,Local,,problema-conocido-012,,,,,
caso-073,SUP-CASO-073,cliente-soporte-073,contrato-073,Contacto sintético 73,Mesa de ayuda,WhatsApp,Consulta,Caso de demostración #73,Descripción sintética de una solicitud de soporte.,Media,Moderado,Normal,Nivel 2,Asignado,agente-demo,2026-07-28T13:00:00Z,2026-07-28T19:00:00Z,2026-07-29T11:00:00Z,En tiempo,false,true,4,HELPDESK-073,Canal demo,Local,,,,,,,
caso-074,SUP-CASO-074,cliente-soporte-074,contrato-074,Contacto sintético 74,Analítica,Portal,Integración,Caso de demostración #74,Descripción sintética de una solicitud de soporte.,Alta,Alto,Alta,Nivel 3,En progreso,agente-demo,2026-07-28T13:00:00Z,2026-07-28T18:00:00Z,2026-07-29T10:00:00Z,En riesgo,false,true,5,HELPDESK-074,Canal demo,Local,Requiere conocimiento especializado o intervención del proveedor.,,,,,,
caso-075,SUP-CASO-075,cliente-soporte-075,contrato-075,Contacto sintético 75,Automatización,Correo,Acceso,Caso de demostración #75,Descripción sintética de una solicitud de soporte.,Crítica,Generalizado,Inmediata,Proveedor,Esperando cliente,agente-demo,2026-07-28T13:00:00Z,2026-07-28T17:00:00Z,2026-07-29T09:00:00Z,Incumplido,true,false,1,HELPDESK-075,Canal demo,Local,Requiere conocimiento especializado o intervención del proveedor.,problema-conocido-015,,,,,
caso-076,SUP-CASO-076,cliente-soporte-076,contrato-076,Contacto sintético 76,Plataforma CRM,Teléfono,Configuración,Caso de demostración #76,Descripción sintética de una solicitud de soporte.,Baja,Bajo,Baja,Nivel 1,Resuelto,agente-demo,2026-07-28T09:00:00Z,2026-07-28T16:00:00Z,2026-07-29T08:00:00Z,En tiempo,false,true,2,HELPDESK-076,Canal demo,Local,,,2026-07-30T20:00:00Z,Resolución sintética documentada.,Configuración inconsistente identificada durante el diagnóstico.,No reproducible,
caso-077,SUP-CASO-077,cliente-soporte-077,contrato-077,Contacto sintético 77,Mesa de ayuda,Chat,Error,Caso de demostración #77,Descripción sintética de una solicitud de soporte.,Media,Moderado,Normal,Nivel 2,Cerrado,agente-demo,2026-07-28T09:00:00Z,2026-07-28T15:00:00Z,2026-07-29T07:00:00Z,En tiempo,false,true,3,HELPDESK-077,Canal demo,Local,,,2026-07-30T19:00:00Z,Resolución sintética documentada.,Configuración inconsistente identificada durante el diagnóstico.,Duplicado,
caso-078,SUP-CASO-078,cliente-soporte-078,contrato-078,Contacto sintético 78,Analítica,WhatsApp,Consulta,Caso de demostración #78,Descripción sintética de una solicitud de soporte.,Alta,Alto,Alta,Nivel 3,Nuevo,agente-demo,2026-07-28T09:00:00Z,2026-07-28T14:00:00Z,2026-07-29T06:00:00Z,En riesgo,false,false,4,HELPDESK-078,Canal demo,Local,Requiere conocimiento especializado o intervención del proveedor.,problema-conocido-018,,,,,
caso-079,SUP-CASO-079,cliente-soporte-079,contrato-079,Contacto sintético 79,Automatización,Portal,Integración,Caso de demostración #79,Descripción sintética de una solicitud de soporte.,Crítica,Generalizado,Inmediata,Proveedor,Asignado,agente-demo,2026-07-28T09:00:00Z,2026-07-28T13:00:00Z,2026-07-29T05:00:00Z,Incumplido,true,true,5,HELPDESK-079,Canal demo,Local,Requiere conocimiento especializado o intervención del proveedor.,,,,,,
caso-080,SUP-CASO-080,cliente-soporte-080,contrato-080,Contacto sintético 80,Plataforma CRM,Correo,Acceso,Caso de demostración #80,Descripción sintética de una solicitud de soporte.,Baja,Bajo,Baja,Nivel 1,En progreso,agente-demo,2026-07-28T05:00:00Z,2026-07-28T12:00:00Z,2026-07-29T04:00:00Z,En tiempo,false,true,1,HELPDESK-080,Canal demo,Local,,,,,,,caso-079
caso-081,SUP-CASO-081,cliente-soporte-081,contrato-081,Contacto sintético 81,Mesa de ayuda,Teléfono,Configuración,Caso de demostración #81,Descripción sintética de una solicitud de soporte.,Media,Moderado,Normal,Nivel 2,Esperando cliente,agente-demo,2026-07-28T05:00:00Z,2026-07-28T11:00:00Z,2026-07-29T03:00:00Z,En tiempo,false,false,2,HELPDESK-081,Canal demo,Local,,problema-conocido-001,,,,,
caso-082,SUP-CASO-082,cliente-soporte-082,contrato-082,Contacto sintético 82,Analítica,Chat,Error,Caso de demostración #82,Descripción sintética de una solicitud de soporte.,Alta,Alto,Alta,Nivel 3,Resuelto,agente-demo,2026-07-28T05:00:00Z,2026-07-28T10:00:00Z,2026-07-29T02:00:00Z,En riesgo,false,true,3,HELPDESK-082,Canal demo,Local,Requiere conocimiento especializado o intervención del proveedor.,,2026-07-30T14:00:00Z,Resolución sintética documentada.,Configuración inconsistente identificada durante el diagnóstico.,No reproducible,
caso-083,SUP-CASO-083,cliente-soporte-083,contrato-083,Contacto sintético 83,Automatización,WhatsApp,Consulta,Caso de demostración #83,Descripción sintética de una solicitud de soporte.,Crítica,Generalizado,Inmediata,Proveedor,Cerrado,agente-demo,2026-07-28T05:00:00Z,2026-07-28T09:00:00Z,2026-07-29T01:00:00Z,Incumplido,true,true,4,HELPDESK-083,Canal demo,Local,Requiere conocimiento especializado o intervención del proveedor.,,2026-07-30T13:00:00Z,Resolución sintética documentada.,Configuración inconsistente identificada durante el diagnóstico.,Duplicado,
caso-084,SUP-CASO-084,cliente-soporte-084,contrato-084,Contacto sintético 84,Plataforma CRM,Portal,Integración,Caso de demostración #84,Descripción sintética de una solicitud de soporte.,Baja,Bajo,Baja,Nivel 1,Nuevo,agente-demo,2026-07-28T01:00:00Z,2026-07-28T08:00:00Z,2026-07-29T00:00:00Z,En tiempo,false,false,5,HELPDESK-084,Canal demo,Local,,problema-conocido-004,,,,,
caso-085,SUP-CASO-085,cliente-soporte-085,contrato-085,Contacto sintético 85,Mesa de ayuda,Correo,Acceso,Caso de demostración #85,Descripción sintética de una solicitud de soporte.,Media,Moderado,Normal,Nivel 2,Asignado,agente-demo,2026-07-28T01:00:00Z,2026-07-28T07:00:00Z,2026-07-28T23:00:00Z,En tiempo,false,true,1,HELPDESK-085,Canal demo,Local,,,,,,,
caso-086,SUP-CASO-086,cliente-soporte-086,contrato-086,Contacto sintético 86,Analítica,Teléfono,Configuración,Caso de demostración #86,Descripción sintética de una solicitud de soporte.,Alta,Alto,Alta,Nivel 3,En progreso,agente-demo,2026-07-28T01:00:00Z,2026-07-28T06:00:00Z,2026-07-28T22:00:00Z,En riesgo,false,true,2,HELPDESK-086,Canal demo,Local,Requiere conocimiento especializado o intervención del proveedor.,,,,,,
caso-087,SUP-CASO-087,cliente-soporte-087,contrato-087,Contacto sintético 87,Automatización,Chat,Error,Caso de demostración #87,Descripción sintética de una solicitud de soporte.,Crítica,Generalizado,Inmediata,Proveedor,Esperando cliente,agente-demo,2026-07-28T01:00:00Z,2026-07-28T05:00:00Z,2026-07-28T21:00:00Z,Incumplido,true,false,3,HELPDESK-087,Canal demo,Local,Requiere conocimiento especializado o intervención del proveedor.,problema-conocido-007,,,,,
caso-088,SUP-CASO-088,cliente-soporte-088,contrato-088,Contacto sintético 88,Plataforma CRM,WhatsApp,Consulta,Caso de demostración #88,Descripción sintética de una solicitud de soporte.,Baja,Bajo,Baja,Nivel 1,Resuelto,agente-demo,2026-07-27T21:00:00Z,2026-07-28T04:00:00Z,2026-07-28T20:00:00Z,En tiempo,false,true,4,HELPDESK-088,Canal demo,Local,,,2026-07-30T08:00:00Z,Resolución sintética documentada.,Configuración inconsistente identificada durante el diagnóstico.,No reproducible,
caso-089,SUP-CASO-089,cliente-soporte-089,contrato-089,Contacto sintético 89,Mesa de ayuda,Portal,Integración,Caso de demostración #89,Descripción sintética de una solicitud de soporte.,Media,Moderado,Normal,Nivel 2,Cerrado,agente-demo,2026-07-27T21:00:00Z,2026-07-28T03:00:00Z,2026-07-28T19:00:00Z,En tiempo,false,true,5,HELPDESK-089,Canal demo,Local,,,2026-07-30T07:00:00Z,Resolución sintética documentada.,Configuración inconsistente identificada durante el diagnóstico.,Duplicado,
caso-090,SUP-CASO-090,cliente-soporte-090,contrato-090,Contacto sintético 90,Analítica,Correo,Acceso,Caso de demostración #90,Descripción sintética de una solicitud de soporte.,Alta,Alto,Alta,Nivel 3,Nuevo,agente-demo,2026-07-27T21:00:00Z,2026-07-28T02:00:00Z,2026-07-28T18:00:00Z,En riesgo,false,false,1,HELPDESK-090,Canal demo,Local,Requiere conocimiento especializado o intervención del proveedor.,problema-conocido-010,,,,,caso-089
caso-091,SUP-CASO-091,cliente-soporte-091,contrato-091,Contacto sintético 91,Automatización,Teléfono,Configuración,Caso de demostración #91,Descripción sintética de una solicitud de soporte.,Crítica,Generalizado,Inmediata,Proveedor,Asignado,agente-demo,2026-07-27T21:00:00Z,2026-07-28T01:00:00Z,2026-07-28T17:00:00Z,Incumplido,true,true,2,HELPDESK-091,Canal demo,Local,Requiere conocimiento especializado o intervención del proveedor.,,,,,,
caso-092,SUP-CASO-092,cliente-soporte-092,contrato-092,Contacto sintético 92,Plataforma CRM,Chat,Error,Caso de demostración #92,Descripción sintética de una solicitud de soporte.,Baja,Bajo,Baja,Nivel 1,En progreso,agente-demo,2026-07-27T17:00:00Z,2026-07-28T00:00:00Z,2026-07-28T16:00:00Z,En tiempo,false,true,3,HELPDESK-092,Canal demo,Local,,,,,,,
caso-093,SUP-CASO-093,cliente-soporte-093,contrato-093,Contacto sintético 93,Mesa de ayuda,WhatsApp,Consulta,Caso de demostración #93,Descripción sintética de una solicitud de soporte.,Media,Moderado,Normal,Nivel 2,Esperando cliente,agente-demo,2026-07-27T17:00:00Z,2026-07-27T23:00:00Z,2026-07-28T15:00:00Z,En tiempo,false,false,4,HELPDESK-093,Canal demo,Local,,problema-conocido-013,,,,,
caso-094,SUP-CASO-094,cliente-soporte-094,contrato-094,Contacto sintético 94,Analítica,Portal,Integración,Caso de demostración #94,Descripción sintética de una solicitud de soporte.,Alta,Alto,Alta,Nivel 3,Resuelto,agente-demo,2026-07-27T17:00:00Z,2026-07-27T22:00:00Z,2026-07-28T14:00:00Z,En riesgo,false,true,5,HELPDESK-094,Canal demo,Local,Requiere conocimiento especializado o intervención del proveedor.,,2026-07-31T08:00:00Z,Resolución sintética documentada.,Configuración inconsistente identificada durante el diagnóstico.,No reproducible,
caso-095,SUP-CASO-095,cliente-soporte-095,contrato-095,Contacto sintético 95,Automatización,Correo,Acceso,Caso de demostración #95,Descripción sintética de una solicitud de soporte.,Crítica,Generalizado,Inmediata,Proveedor,Cerrado,agente-demo,2026-07-27T17:00:00Z,2026-07-27T21:00:00Z,2026-07-28T13:00:00Z,Incumplido,true,true,1,HELPDESK-095,Canal demo,Local,Requiere conocimiento especializado o intervención del proveedor.,,2026-07-31T07:00:00Z,Resolución sintética documentada.,Configuración inconsistente identificada durante el diagnóstico.,Duplicado,
caso-096,SUP-CASO-096,cliente-soporte-096,contrato-096,Contacto sintético 96,Plataforma CRM,Teléfono,Configuración,Caso de demostración #96,Descripción sintética de una solicitud de soporte.,Baja,Bajo,Baja,Nivel 1,Nuevo,agente-demo,2026-07-27T13:00:00Z,2026-07-27T20:00:00Z,2026-07-28T12:00:00Z,En tiempo,false,false,2,HELPDESK-096,Canal demo,Local,,problema-conocido-016,,,,,
caso-097,SUP-CASO-097,cliente-soporte-097,contrato-097,Contacto sintético 97,Mesa de ayuda,Chat,Error,Caso de demostración #97,Descripción sintética de una solicitud de soporte.,Media,Moderado,Normal,Nivel 2,Asignado,agente-demo,2026-07-27T13:00:00Z,2026-07-27T19:00:00Z,2026-07-28T11:00:00Z,En tiempo,false,true,3,HELPDESK-097,Canal demo,Local,,,,,,,
caso-098,SUP-CASO-098,cliente-soporte-098,contrato-098,Contacto sintético 98,Analítica,WhatsApp,Consulta,Caso de demostración #98,Descripción sintética de una solicitud de soporte.,Alta,Alto,Alta,Nivel 3,En progreso,agente-demo,2026-07-27T13:00:00Z,2026-07-27T18:00:00Z,2026-07-28T10:00:00Z,En riesgo,false,true,4,HELPDESK-098,Canal demo,Local,Requiere conocimiento especializado o intervención del proveedor.,,,,,,
caso-099,SUP-CASO-099,cliente-soporte-099,contrato-099,Contacto sintético 99,Automatización,Portal,Integración,Caso de demostración #99,Descripción sintética de una solicitud de soporte.,Crítica,Generalizado,Inmediata,Proveedor,Esperando cliente,agente-demo,2026-07-27T13:00:00Z,2026-07-27T17:00:00Z,2026-07-28T09:00:00Z,Incumplido,true,false,5,HELPDESK-099,Canal demo,Local,Requiere conocimiento especializado o intervención del proveedor.,problema-conocido-019,,,,,
caso-100,SUP-CASO-100,cliente-soporte-100,contrato-100,Contacto sintético 100,Plataforma CRM,Correo,Acceso,Caso de demostración #100,Descripción sintética de una solicitud de soporte.,Baja,Bajo,Baja,Nivel 1,Resuelto,agente-demo,2026-07-27T09:00:00Z,2026-07-27T16:00:00Z,2026-07-28T08:00:00Z,En tiempo,false,true,1,HELPDESK-100,Canal demo,Local,,,2026-07-31T02:00:00Z,Resolución sintética documentada.,Configuración inconsistente identificada durante el diagnóstico.,No reproducible,caso-099
