ID,codigo,cliente,vehiculo,coordinador,tecnico,inicio,fin,kilometrajeIngreso,tipoServicio,estado,solicitud,diagnostico,valorEstimado,valorFinal,proximoMantenimiento,observaciones,externalID,inicioReal,finReal,fechaEntrega
orden-taller-079,OT-DEMO-079,auto-prospecto-080,vehiculo-080,supervisora-demo,tecnica-demo,2026-08-10T02:00:00Z,2026-08-10T04:00:00Z,63460,Garantía,Cancelada,Revisión general del vehículo.,Diagnóstico sintético documentado.,3905000,4043000,2027-01-16,Orden de taller sintética.,DMS-OT-079,2026-08-10T02:08:00Z,2026-08-10T04:35:00Z,2026-08-10T06:00:00Z
orden-taller-080,OT-DEMO-080,auto-prospecto-081,vehiculo-081,supervisora-demo,tecnica-demo,2026-08-11T03:00:00Z,2026-08-11T05:00:00Z,64200,Mantenimiento preventivo,Programada,Revisión general del vehículo.,Diagnóstico sintético documentado.,3950000,4090000,2027-01-17,Orden de taller sintética.,DMS-OT-080,,,
orden-taller-081,OT-DEMO-081,auto-prospecto-082,vehiculo-082,supervisora-demo,tecnica-demo,2026-08-11T19:00:00Z,2026-08-11T21:00:00Z,64940,Inspección,En ejecución,Revisión general del vehículo.,Diagnóstico sintético documentado.,3995000,4137000,2027-01-18,Orden de taller sintética.,DMS-OT-081,,,
orden-taller-082,OT-DEMO-082,auto-prospecto-083,vehiculo-083,supervisora-demo,tecnica-demo,2026-08-12T20:00:00Z,2026-08-12T22:00:00Z,65680,Reparación,Completada,Revisión general del vehículo.,Diagnóstico sintético documentado.,4040000,4184000,2027-01-19,Orden de taller sintética.,DMS-OT-082,2026-08-12T20:08:00Z,,
orden-taller-083,OT-DEMO-083,auto-prospecto-084,vehiculo-084,supervisora-demo,tecnica-demo,2026-08-13T21:00:00Z,2026-08-13T23:00:00Z,66420,Garantía,Cancelada,Revisión general del vehículo.,Diagnóstico sintético documentado.,4085000,4231000,2027-01-20,Orden de taller sintética.,DMS-OT-083,2026-08-13T21:08:00Z,2026-08-13T23:35:00Z,2026-08-14T01:00:00Z
orden-taller-084,OT-DEMO-084,auto-prospecto-085,vehiculo-085,supervisora-demo,tecnica-demo,2026-07-17T22:00:00Z,2026-07-18T00:00:00Z,67160,Mantenimiento preventivo,Programada,Revisión general del vehículo.,Diagnóstico sintético documentado.,4130000,4278000,2027-01-21,Orden de taller sintética.,DMS-OT-084,,,
orden-taller-085,OT-DEMO-085,auto-prospecto-086,vehiculo-086,supervisora-demo,tecnica-demo,2026-07-18T23:00:00Z,2026-07-19T01:00:00Z,67900,Inspección,En ejecución,Revisión general del vehículo.,Diagnóstico sintético documentado.,4175000,4325000,2027-01-22,Orden de taller sintética.,DMS-OT-085,,,
orden-taller-086,OT-DEMO-086,auto-prospecto-087,vehiculo-087,supervisora-demo,tecnica-demo,2026-07-20T00:00:00Z,2026-07-20T02:00:00Z,68640,Reparación,Completada,Revisión general del vehículo.,Diagnóstico sintético documentado.,4220000,4372000,2027-01-23,Orden de taller sintética.,DMS-OT-086,2026-07-20T00:08:00Z,,
orden-taller-087,OT-DEMO-087,auto-prospecto-088,vehiculo-088,supervisora-demo,tecnica-demo,2026-07-21T01:00:00Z,2026-07-21T03:00:00Z,69380,Garantía,Cancelada,Revisión general del vehículo.,Diagnóstico sintético documentado.,4265000,4419000,2027-01-24,Orden de taller sintética.,DMS-OT-087,2026-07-21T01:08:00Z,2026-07-21T03:35:00Z,2026-07-21T05:00:00Z
orden-taller-088,OT-DEMO-088,auto-prospecto-089,vehiculo-089,supervisora-demo,tecnica-demo,2026-07-22T02:00:00Z,2026-07-22T04:00:00Z,70120,Mantenimiento preventivo,Programada,Revisión general del vehículo.,Diagnóstico sintético documentado.,4310000,4466000,2027-01-25,Orden de taller sintética.,DMS-OT-088,,,
orden-taller-089,OT-DEMO-089,auto-prospecto-090,vehiculo-090,supervisora-demo,tecnica-demo,2026-07-23T03:00:00Z,2026-07-23T05:00:00Z,70860,Inspección,En ejecución,Revisión general del vehículo.,Diagnóstico sintético documentado.,4355000,4513000,2027-01-26,Orden de taller sintética.,DMS-OT-089,,,
orden-taller-090,OT-DEMO-090,auto-prospecto-091,vehiculo-091,supervisora-demo,tecnica-demo,2026-07-23T19:00:00Z,2026-07-23T21:00:00Z,71600,Reparación,Completada,Revisión general del vehículo.,Diagnóstico sintético documentado.,4400000,4560000,2027-01-27,Orden de taller sintética.,DMS-OT-090,2026-07-23T19:08:00Z,,
orden-taller-091,OT-DEMO-091,auto-prospecto-092,vehiculo-092,supervisora-demo,tecnica-demo,2026-07-24T20:00:00Z,2026-07-24T22:00:00Z,72340,Garantía,Cancelada,Revisión general del vehículo.,Diagnóstico sintético documentado.,4445000,4607000,2027-01-28,Orden de taller sintética.,DMS-OT-091,2026-07-24T20:08:00Z,2026-07-24T22:35:00Z,2026-07-25T00:00:00Z
orden-taller-092,OT-DEMO-092,auto-prospecto-093,vehiculo-093,supervisora-demo,tecnica-demo,2026-07-25T21:00:00Z,2026-07-25T23:00:00Z,73080,Mantenimiento preventivo,Programada,Revisión general del vehículo.,Diagnóstico sintético documentado.,4490000,4654000,2027-01-29,Orden de taller sintética.,DMS-OT-092,,,
orden-taller-093,OT-DEMO-093,auto-prospecto-094,vehiculo-094,supervisora-demo,tecnica-demo,2026-07-26T22:00:00Z,2026-07-27T00:00:00Z,73820,Inspección,En ejecución,Revisión general del vehículo.,Diagnóstico sintético documentado.,4535000,4701000,2027-01-30,Orden de taller sintética.,DMS-OT-093,,,
orden-taller-094,OT-DEMO-094,auto-prospecto-095,vehiculo-095,supervisora-demo,tecnica-demo,2026-07-27T23:00:00Z,2026-07-28T01:00:00Z,74560,Reparación,Completada,Revisión general del vehículo.,Diagnóstico sintético documentado.,4580000,4748000,2027-01-31,Orden de taller sintética.,DMS-OT-094,2026-07-27T23:08:00Z,,
orden-taller-095,OT-DEMO-095,auto-prospecto-096,vehiculo-096,supervisora-demo,tecnica-demo,2026-07-29T00:00:00Z,2026-07-29T02:00:00Z,75300,Garantía,Cancelada,Revisión general del vehículo.,Diagnóstico sintético documentado.,4625000,4795000,2027-02-01,Orden de taller sintética.,DMS-OT-095,2026-07-29T00:08:00Z,2026-07-29T02:35:00Z,2026-07-29T04:00:00Z
orden-taller-096,OT-DEMO-096,auto-prospecto-097,vehiculo-097,supervisora-demo,tecnica-demo,2026-07-30T01:00:00Z,2026-07-30T03:00:00Z,76040,Mantenimiento preventivo,Programada,Revisión general del vehículo.,Diagnóstico sintético documentado.,4670000,4842000,2027-02-02,Orden de taller sintética.,DMS-OT-096,,,
orden-taller-097,OT-DEMO-097,auto-prospecto-098,vehiculo-098,supervisora-demo,tecnica-demo,2026-07-31T02:00:00Z,2026-07-31T04:00:00Z,76780,Inspección,En ejecución,Revisión general del vehículo.,Diagnóstico sintético documentado.,4715000,4889000,2027-02-03,Orden de taller sintética.,DMS-OT-097,,,
orden-taller-098,OT-DEMO-098,auto-prospecto-099,vehiculo-099,supervisora-demo,tecnica-demo,2026-08-01T03:00:00Z,2026-08-01T05:00:00Z,77520,Reparación,Completada,Revisión general del vehículo.,Diagnóstico sintético documentado.,4760000,4936000,2027-02-04,Orden de taller sintética.,DMS-OT-098,2026-08-01T03:08:00Z,,
orden-taller-099,OT-DEMO-099,auto-prospecto-100,vehiculo-100,supervisora-demo,tecnica-demo,2026-08-01T19:00:00Z,2026-08-01T21:00:00Z,78260,Garantía,Cancelada,Revisión general del vehículo.,Diagnóstico sintético documentado.,4805000,4983000,2027-02-05,Orden de taller sintética.,DMS-OT-099,2026-08-01T19:08:00Z,2026-08-01T21:35:00Z,2026-08-01T23:00:00Z
orden-taller-100,OT-DEMO-100,auto-prospecto-001,vehiculo-001,supervisora-demo,tecnica-demo,2026-08-02T20:00:00Z,2026-08-02T22:00:00Z,79000,Mantenimiento preventivo,Programada,Revisión general del vehículo.,Diagnóstico sintético documentado.,4850000,5030000,2027-02-06,Orden de taller sintética.,DMS-OT-100,,,
